"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000225485",1464.04431724106,7.72875855981992,0.311086764298381,6.21740099494557e-137,2.26476005165117e-134
"ENSG00000076356",1760.73641893465,5.31007187264176,0.214131156399419,4.62974441484464e-136,1.66088573500419e-133
"ENSG00000198467",2264.16245614553,7.6115370614755,0.309160685326301,1.70030033417212e-134,6.00865836002885e-132
"ENSG00000102007",4253.14283175579,4.70072433379844,0.191066161484689,6.35818036672296e-134,2.21386230210146e-131
"ENSG00000138623",785.429847679733,4.50703019270988,0.183602053521503,2.41426080472655e-133,8.28441348891458e-131
"ENSG00000198053",2286.25450061767,5.63773105595014,0.230149857625756,7.41573820718225e-133,2.50832047902077e-130
"ENSG00000105855",696.968943775611,5.51093416116895,0.225253874244449,1.62073461641761e-132,5.40480753703096e-130
"ENSG00000100558",2886.54448922979,6.19292641232064,0.253622142820547,4.22223205467048e-132,1.38846928275601e-129
"ENSG00000167772",3222.422023779,7.26573351696408,0.297884133288891,5.43390554622878e-132,1.76244632353505e-129
"ENSG00000146112",2778.3476483521,6.35592424559653,0.261062723070985,2.29451695360648e-131,7.34152404196496e-129
"ENSG00000171612",2077.54505835184,-3.36819341850415,0.139061818829189,2.27869703503427e-130,7.19369462646752e-128
"ENSG00000124067",1506.18863696326,6.05883977573815,0.250547894018158,1.36384311977755e-129,4.2489096772333e-127
