"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000144036",1457.43738790253,2.24621878394247,0.231269558586264,7.9192167903559e-24,1.44678469093562e-22
"ENSG00000160691",13697.6237649043,2.99372815632653,0.305810829431641,7.96145596630243e-24,1.45338005330873e-22
"ENSG00000147364",855.179028509833,-1.63353208977237,0.16653053095366,8.06273452850387e-24,1.47073471056538e-22
"ENSG00000135480",36355.0657646126,13.4534501083257,1.40863626539136,8.20908943844555e-24,1.49627875776809e-22
"ENSG00000119411",384.800835977354,-4.41924428865926,0.44278900957542,8.31262856281749e-24,1.51398543447561e-22
"ENSG00000171310",977.785655105528,5.28419523228012,0.52922518999728,8.4038223832824e-24,1.52941815963857e-22
"ENSG00000137752",415.796271651759,11.4140680842535,1.18041363912318,9.00996450737415e-24,1.6384710417903e-22
"ENSG00000197385",113.576972065437,4.56739249805322,0.457923954440715,9.28930315885642e-24,1.68797260853602e-22
"ENSG00000251602",152.313437606712,-2.98710686357718,0.305675560440774,9.32059552052157e-24,1.69235997039409e-22
"ENSG00000138594",4249.9998764604,1.56883805318868,0.160025915039631,9.6949402484552e-24,1.75898161120823e-22
"ENSG00000035115",919.78034956662,1.52997840136194,0.155955335469169,9.77049734025159e-24,1.77133281412815e-22
"ENSG00000085377",2591.16176167879,1.31914825141441,0.13403950153601,1.00292290367186e-23,1.816848170638e-22
"ENSG00000166825",3346.82941599431,10.1050569962696,1.03681243371895,1.00751475164192e-23,1.82377116013959e-22
"ENSG00000109736",2150.34710316837,2.00284901585767,0.206227442805718,1.02844475661529e-23,1.86023579086175e-22
"ENSG00000117013",130.245629006808,-7.26442628721179,0.73443301619744,1.12779160311086e-23,2.03837570892029e-22
"ENSG00000144366",1102.8087734141,-2.45065286481497,0.253324354376856,1.15621613822963e-23,2.08815633141594e-22
"ENSG00000134046",2318.88182695997,1.78609072340534,0.183534761335921,1.26327113120801e-23,2.27976147664725e-22
"ENSG00000091986",429.618073215714,2.36945025498452,0.245226694408205,1.26569119890928e-23,2.28238922441546e-22
"ENSG00000152078",250.980184997281,-4.32502486480446,0.435446719039967,1.28966866943425e-23,2.3238573124958e-22
"ENSG00000198742",1929.16661660612,1.95960153514411,0.202163026709657,1.32476623313431e-23,2.38528441839703e-22
"ENSG00000223960",164.7283769218,3.85501702196231,0.389894892327649,1.36974509534824e-23,2.46439624791492e-22
"ENSG00000188322",209.969444440092,-4.3660841892531,0.439809004850158,1.3848493537723e-23,2.48967943426475e-22
"ENSG00000125089",1300.83005418845,3.45922921662277,0.352097701989901,1.4073081075318e-23,2.52813612003266e-22
"ENSG00000137558",147.520193613913,6.93582432494827,0.701990574275891,1.44200610663237e-23,2.588504820829e-22
"ENSG00000211452",97.4022540876707,-6.2145448719389,0.627882440749073,1.57956771317885e-23,2.83328975340422e-22
"ENSG00000143153",5319.68609091654,-1.50931012211034,0.154770302728279,1.80673662041386e-23,3.23831210912484e-22
"ENSG00000108961",281.288454876087,2.79531816926825,0.289264116839365,1.89632663825791e-23,3.39631814024453e-22
"ENSG00000198286",474.780257581043,11.5740031457572,1.20800432940082,1.91363733839645e-23,3.42473100991781e-22
"ENSG00000196923",1841.62822674647,2.43606296998662,0.253359378463089,2.0408873931401e-23,3.64970474375967e-22
"ENSG00000066629",367.739174109341,-2.93215471901051,0.302975059144443,2.10969023648553e-23,3.7670539765662e-22
"ENSG00000166432",155.746819129418,-7.51441396593094,0.765434355259557,2.10950608721232e-23,3.7670539765662e-22
"ENSG00000106714",422.61237015051,2.46624119022884,0.256703809134795,2.2317150374311e-23,3.98193797598011e-22
"ENSG00000184860",386.97447124226,11.312021304868,1.18085028293792,2.30968456610789e-23,4.11795191805246e-22
"ENSG00000137877",302.667931578489,-2.23419278138486,0.232737861439376,2.40223454913482e-23,4.27973720239768e-22
"ENSG00000141934",631.502791152836,2.1737767695645,0.226360575116939,2.41987172129185e-23,4.30791749962609e-22
"ENSG00000130066",9830.79437520585,3.39098312308184,0.34771553371227,2.53185338586888e-23,4.50388374284128e-22
"ENSG00000204991",184.835741735852,-2.6403312054426,0.274873711667824,2.65548236290973e-23,4.72025945244847e-22
"ENSG00000173432",418.924813143244,11.4113656312345,1.19399625724101,2.68107658531486e-23,4.76217931811702e-22
"ENSG00000230055",2003.36525330326,-1.64508388639458,0.169884161724641,2.71054743446378e-23,4.81091691197892e-22
"ENSG00000273038",171.128846390019,3.52908768489972,0.361215241354273,2.72036531786169e-23,4.82472581505703e-22
"ENSG00000189171",1210.49718949892,2.1629632550418,0.225523519587326,2.75245049819406e-23,4.87797682977101e-22
"ENSG00000172292",6456.8172701655,-1.1397119896417,0.116784470674877,2.77054524900167e-23,4.90637246526646e-22
"ENSG00000141540",248.418968174982,-2.51683846211458,0.262506563290456,2.79093310634148e-23,4.93878349468216e-22
"ENSG00000203306",156.247223481431,3.37576436309624,0.346627321573146,2.80234046244684e-23,4.95156829323537e-22
"ENSG00000106868",276.974239151104,3.44042008244042,0.352822700205588,2.80204552198059e-23,4.95156829323537e-22
"ENSG00000007516",191.946135258288,-4.35214388693575,0.44161137816232,2.81809100600922e-23,4.97568536534528e-22
"ENSG00000197463",322.297386223456,-11.3496719806142,1.18811320353384,2.91961861617425e-23,5.15110357489998e-22
"ENSG00000088930",3468.65218322166,1.12354224262727,0.115200028042141,2.9935219042573e-23,5.27755905637379e-22
"ENSG00000172771",264.678744248871,-6.17138556126726,0.628062042131602,3.26581702641955e-23,5.75332959334343e-22
"ENSG00000103811",3953.94822533662,1.75559531290123,0.182119606332554,3.30358579036694e-23,5.8148256350674e-22
"ENSG00000103489",505.600759891365,11.6470659562768,1.22351173773636,3.30563640021993e-23,5.8148256350674e-22
"ENSG00000272327",465.574337356249,11.5424899666346,1.2117531159407,3.34037287239536e-23,5.87156707495954e-22
"ENSG00000169598",523.821830912398,-1.47754843460471,0.15240724045098,3.35080811667197e-23,5.88554033964705e-22
"ENSG00000198832",267.023933247274,-3.30702845960207,0.340742728314422,3.40772944210132e-23,5.98108302450948e-22
"ENSG00000017797",2328.88773117579,1.26874702885622,0.130481802913627,3.41775090535074e-23,5.99422875451775e-22
"ENSG00000106236",160.203228390548,-7.53665261967347,0.771769411793727,3.48346774745943e-23,6.10496416407083e-22
"ENSG00000031003",1202.35268332954,-1.51594841034529,0.156574543369383,3.54505243809726e-23,6.20829930301988e-22
"ENSG00000140022",1061.52305405458,2.59562613383756,0.271273857831079,3.6213398244048e-23,6.33721086640298e-22
"ENSG00000175183",449.019116378803,11.4953786607797,1.20770305776829,3.68783150789666e-23,6.44880255631235e-22
"ENSG00000100403",4887.37885446635,1.35992961998883,0.140153510095953,3.71364776007536e-23,6.48915409707043e-22
"ENSG00000066468",642.3907057199,2.36624417353526,0.247896587495951,3.9436275804313e-23,6.88593438214394e-22
"ENSG00000169122",306.925221706557,-6.68215592851084,0.683052409848431,4.18580606827986e-23,7.30341416939294e-22
"ENSG00000167747",7357.21290690963,-1.33897621140026,0.13816141768008,4.28811705843153e-23,7.47641734848921e-22
"ENSG00000182054",3647.50092235339,-1.4595821661114,0.151051877055355,4.72113615016237e-23,8.22533779451027e-22
"ENSG00000171877",473.038209570946,3.23021645587033,0.334852167914285,5.17996009932973e-23,9.01808200528162e-22
"ENSG00000072682",2214.65955234984,2.39991951995634,0.252233699734817,5.32759087988137e-23,9.26828576509561e-22
"ENSG00000170500",428.785164151597,-11.7051214157841,1.23681724315971,5.41277585736696e-23,9.40956637113639e-22
"ENSG00000259129",116.199640493997,-7.10373182591074,0.729497407047937,5.51427286076185e-23,9.5789756804298e-22
"ENSG00000196547",1523.33372090218,-1.32002473209685,0.136556047138521,5.60460036014127e-23,9.72874800051794e-22
"ENSG00000155093",70.1316879909824,-4.31559647058144,0.441290795234688,5.83989881812694e-23,1.01297644188126e-21
"ENSG00000147394",1438.50680028481,4.25714936579707,0.435618418403562,6.04532181823383e-23,1.04784102994379e-21
"ENSG00000149573",3259.03548176338,2.47140727651192,0.260036392848009,6.07181820361377e-23,1.0516637864445e-21
"ENSG00000183023",381.576813419108,11.2831632662438,1.19012771514341,6.09454357301446e-23,1.0548282761569e-21
"ENSG00000144810",732.544986564099,12.1060793841055,1.28493523686127,6.25280626557734e-23,1.08142946639938e-21
"ENSG00000223478",160.24544345297,-2.53968659328024,0.26723192924756,6.39767565818049e-23,1.10567712816598e-21
"ENSG00000254531",440.632256133368,-2.75314114322537,0.288985794886793,6.65272469771827e-23,1.14891730611142e-21
"ENSG00000001630",6048.45836968688,1.37693925394509,0.142824920260479,6.66350904694854e-23,1.14994098910059e-21
"ENSG00000120868",798.018618691035,1.98036494569866,0.207968754512375,6.72604257988715e-23,1.15988718254907e-21
"ENSG00000105137",241.212960040302,8.51720013531682,0.883242895804485,7.10608752291283e-23,1.22453300058229e-21
"ENSG00000143164",4640.8966672411,-1.49056919245154,0.155037120473056,7.17309851860974e-23,1.23518148090998e-21
"ENSG00000136448",3636.45446099639,1.71407924288329,0.179216614920027,7.48979056254357e-23,1.28877740660861e-21
"ENSG00000184324",299.834035041907,-11.2465869591432,1.18872869482758,7.5314500006322e-23,1.29500465987632e-21
"ENSG00000101825",534.498647810489,11.7068033851401,1.24164373785316,7.57897723188304e-23,1.30223108794844e-21
"ENSG00000006210",375.818456080354,11.2609323083193,1.19048880775987,7.59930542090965e-23,1.3047770446039e-21
"ENSG00000180626",98.249191279325,3.93941723300095,0.405191297997982,7.6378287517225e-23,1.31044109677198e-21
"ENSG00000172380",5927.66509915793,1.49596443917129,0.155828715828894,8.15472873378526e-23,1.39811377429279e-21
"ENSG00000185303",305.637761824915,-11.2692544144125,1.19269823224827,8.35714779485752e-23,1.4317813917427e-21
"ENSG00000259248",137.345713204223,-3.36275502804699,0.349578488274551,8.73483522985301e-23,1.49540631769508e-21
"ENSG00000138821",1859.45504487753,-1.97929047771475,0.208490914508272,8.90536006427233e-23,1.52349862891457e-21
"ENSG00000163040",546.866356536776,-2.93188005461517,0.307761827686056,9.12784578306203e-23,1.56043324624953e-21
"ENSG00000185432",1184.70025982912,-3.23074419008006,0.337032667607811,9.33878368270729e-23,1.5953418561e-21
"ENSG00000167740",491.56920963618,-1.826452338176,0.192062303089238,1.00696385272264e-22,1.71895336271911e-21
"ENSG00000104856",345.335585345795,4.1253013464155,0.425244019382224,1.11383524311001e-22,1.90001996045502e-21
"ENSG00000196611",360.949790491583,11.204936290862,1.189464754687,1.14282449882518e-22,1.94806736203626e-21
"ENSG00000101400",555.312018112385,-2.45901772586563,0.260662256983792,1.18338407842254e-22,2.01575430394321e-21
"ENSG00000157873",389.275122927537,3.04023494857795,0.319435679713475,1.22836072434294e-22,2.09086246371443e-21
"ENSG00000160712",3124.90172362593,-2.13909380082778,0.226709683658364,1.25740491712046e-22,2.13876265967394e-21
"ENSG00000171016",190.690131619411,-2.54176764507636,0.269478288651321,1.27087957906789e-22,2.16013035129867e-21
"ENSG00000166394",479.241127641636,1.97705601023049,0.209069768343966,1.27387466876854e-22,2.16366790046146e-21
"ENSG00000162520",105.431425287189,6.02261797791696,0.621743936020196,1.3514609245124e-22,2.29380217273693e-21
"ENSG00000111319",5178.981926493,1.75449728567026,0.184826632012525,1.37252107440832e-22,2.32787832942448e-21
"ENSG00000255248",515.834334637328,11.6535409742847,1.24459829662733,1.45593023795617e-22,2.46757768390037e-21
"ENSG00000151364",260.835554781125,8.6178203587206,0.901258298211368,1.47714141092928e-22,2.50173656556313e-21
"ENSG00000254837",174.065945747996,-2.50306408199013,0.265981948568987,1.51414983500736e-22,2.56258224756749e-21
"ENSG00000185442",814.270474375788,-4.81419535579618,0.496673890881002,1.56200334221252e-22,2.64168236668327e-21
"ENSG00000230453",97.8370446067691,5.8185875892804,0.601354339879655,1.59519623715852e-22,2.69589302692378e-21
"ENSG00000213398",169.566738699562,4.33533556629322,0.448027660433968,1.61536878832127e-22,2.72803757497024e-21
"ENSG00000132437",275.093425467737,-11.1293984133376,1.18585960178592,1.67594794065503e-22,2.82832639992082e-21
"ENSG00000234456",374.9972582059,11.2486814225132,1.19969569483186,1.68284303351108e-22,2.83793977951865e-21
"ENSG00000145555",5390.95644903832,2.33785424038536,0.248953175230625,1.7333574010382e-22,2.92104648999156e-21
"ENSG00000121690",332.66361926627,11.0962044835074,1.18282913621612,1.77980382219773e-22,2.99718457312771e-21
"ENSG00000062038",15208.6210855477,10.6847357693394,1.13566990518467,1.80677305204094e-22,3.0404382056271e-21
"ENSG00000127920",203.396977955209,8.26167577357245,0.864207925080009,1.82178974775243e-22,3.06353095579079e-21
"ENSG00000198792",3076.7705332446,1.39137431365203,0.145942812465849,1.8377836720866e-22,3.08823307338498e-21
"ENSG00000169255",338.556453842972,11.1182932256636,1.18582767512322,1.84047025218296e-22,3.09055419581106e-21
"ENSG00000125538",4261.2299659625,12.0325386364104,1.29245840835086,1.88416869504384e-22,3.1616911546813e-21
"ENSG00000236943",118.104783952257,4.01991433041382,0.417171721004655,1.91291501493661e-22,3.20765501477721e-21
"ENSG00000170324",117.855900945323,-4.35432104265296,0.450899049909821,1.97102450032165e-22,3.30275634070175e-21
"ENSG00000234949",114.275805496138,-6.8608223601094,0.71369779126123,2.05854994203667e-22,3.44697927705814e-21
"ENSG00000129515",2745.94440515516,1.21510387645108,0.127428355393252,2.25685550235103e-22,3.77636521054172e-21
"ENSG00000143315",867.058948837353,-1.48984598092704,0.156965872336597,2.34559494331277e-22,3.92207990627235e-21
"ENSG00000135272",339.384769386471,11.1183544885233,1.18932268486293,2.38644365495641e-22,3.98756714314769e-21
"ENSG00000033178",4568.00003356516,1.68482247240282,0.178364907131995,2.47942523254514e-22,4.14001066508965e-21
"ENSG00000167566",662.716439204264,3.13223501213,0.331301025068359,2.69994978169105e-22,4.50505362798443e-21
"ENSG00000100031",1297.39550530681,-3.2550113500112,0.343697789611377,2.95706614867337e-22,4.93059543677039e-21
"ENSG00000153561",2139.59575404009,-1.33928650139303,0.141162318833274,3.08173740686717e-22,5.13485549489049e-21
"ENSG00000107485",362.01695965485,11.1964224615453,1.20229495023657,3.17797977349018e-22,5.29149276349697e-21
"ENSG00000116299",110.569114645719,-3.28619698900787,0.347530136060471,3.61572362813774e-22,6.01612707964985e-21
"ENSG00000163219",333.649456547336,11.0914745798053,1.19195330724436,3.64788097462969e-22,6.06537063457213e-21
"ENSG00000104998",322.907848123144,4.13499290711862,0.431688973221753,3.67132550759713e-22,6.10006835392121e-21
"ENSG00000186847",62859.2845972106,12.7893125127169,1.39277570553409,3.86508676172522e-22,6.41750766180701e-21
"ENSG00000084676",1082.97044524501,-2.29627892121464,0.246779000776743,3.92717807968232e-22,6.51603331413023e-21
"ENSG00000188157",11582.8757927094,2.88358214775511,0.307956072314799,3.93491723495622e-22,6.52430219692286e-21
"ENSG00000115561",3337.91421011406,1.1776945002285,0.124225493129057,3.99437246828056e-22,6.61824751095023e-21
"ENSG00000168310",465.264417416612,1.79697278203391,0.191976295568911,4.43725524586123e-22,7.34691555638156e-21
"ENSG00000215033",340.543544406333,11.1146655636065,1.19746197767155,4.47530199217678e-22,7.40473272318447e-21
"ENSG00000015532",1516.7758817919,1.87639961989156,0.200860813400172,4.52663387218269e-22,7.48443506925067e-21
"ENSG00000156265",156.72412129061,6.62277158615737,0.694862736618436,4.98280507934879e-22,8.23292922984936e-21
"ENSG00000167757",210.017525816661,8.32269839004637,0.880634493231733,5.02509790573452e-22,8.29701834826194e-21
"ENSG00000127990",327.486522945155,11.0637420954435,1.19340096210687,5.13580749889196e-22,8.47390342517525e-21
"ENSG00000129235",4032.37097790499,1.70940020496365,0.182624982845166,5.32264723311627e-22,8.7760667505915e-21
"ENSG00000174130",87.119866734138,4.05630927565124,0.425530293043761,5.3669233814158e-22,8.84291196254572e-21
"ENSG00000100181",270.597681577346,8.66865560647407,0.920059059993836,5.50180710830957e-22,9.05885166227021e-21
"ENSG00000076555",402.555597110727,-1.97628338522825,0.212492723236446,5.60325507502508e-22,9.21947674853154e-21
"ENSG00000010438",205.134397282302,6.8811913051837,0.724049034703836,5.86500984928304e-22,9.64346098621351e-21
"ENSG00000100307",439.709307406405,-2.81653258377585,0.302771278624342,6.22092612561226e-22,1.02215730656573e-20
"ENSG00000163492",254.356610184962,-8.82916225638928,0.93966562163315,6.42831688182716e-22,1.0555011013247e-20
"ENSG00000008441",9188.28771587371,-2.59550409758983,0.280226462388878,6.67330629246282e-22,1.09496793545837e-20
"ENSG00000149218",5921.91210133103,-1.87596556298667,0.201752174637576,6.82205475955882e-22,1.11859965749359e-20
"ENSG00000151694",1444.49790541149,2.49074224108331,0.269438510265222,7.22662502790974e-22,1.18411626841397e-20
"ENSG00000042286",314.432281487353,3.4165081143149,0.363151064895024,7.28938569175211e-22,1.19357389366262e-20
"ENSG00000108518",29944.3350403171,1.30193895492983,0.138543164918253,7.6451420624821e-22,1.25096080589764e-20
"ENSG00000171603",14365.8547752078,1.57952390875991,0.168946403563308,7.67833198531552e-22,1.2555239393392e-20
"ENSG00000109906",279.397162703347,-11.1306404380897,1.20693018961103,7.72372402244762e-22,1.26207462856793e-20
"ENSG00000159023",2299.14088594901,-1.65178607545877,0.17698510767552,7.75218577030021e-22,1.26585174126481e-20
"ENSG00000189433",394.299396822423,11.292490279725,1.22661142110391,8.05066483964371e-22,1.31368429640416e-20
"ENSG00000214076",123.727664918292,-5.65626012145241,0.594646602096328,8.13584034566211e-22,1.32666867675098e-20
"ENSG00000007402",75.7982083072053,-4.7208847844837,0.496037937471039,8.4642515659585e-22,1.37927105524569e-20
"ENSG00000146376",1126.88992695898,1.96722192913345,0.21257454045723,8.77581633643026e-22,1.42905779503204e-20
"ENSG00000134569",327.352380306854,3.80520990464742,0.402577758710109,8.8139194846756e-22,1.43427609373652e-20
"ENSG00000122971",399.338330616699,-2.00119874278983,0.216456829940532,9.04600106299226e-22,1.4710313679153e-20
"ENSG00000179913",305.351424510045,10.9678613370012,1.19051580242489,9.40916040823903e-22,1.5290370005894e-20
"ENSG00000137802",1926.69231819905,2.10561252140328,0.228409876318741,1.00950905843605e-21,1.63937901074009e-20
"ENSG00000205189",1449.66819918138,-3.31653177905796,0.354690350159647,1.03802479891787e-21,1.68453140260305e-20
"ENSG00000269190",300.527792420354,10.9448833047676,1.19058395634276,1.14861394806307e-21,1.86272140056775e-20
"ENSG00000213759",1728.30674956605,-10.5950550337545,1.14954317597276,1.16021568955364e-21,1.88024824651345e-20
"ENSG00000124942",42786.1168077337,2.59324282605589,0.281842902074277,1.17835099009481e-21,1.90833217458788e-20
"ENSG00000165238",673.693602079185,-5.3574795992371,0.565293727699625,1.20806530891499e-21,1.95511704163911e-20
"ENSG00000144959",1659.03912055967,1.64611042464496,0.177327359493048,1.25524066710315e-21,2.03007740949463e-20
"ENSG00000197937",145.833415128173,4.60557073490651,0.4861784917715,1.26396511868752e-21,2.04279195325354e-20
"ENSG00000152990",1799.10852585042,1.39896765604617,0.149988999646701,1.29809521964422e-21,2.09652118114026e-20
"ENSG00000164342",143.696863892591,2.585547791148,0.281516837177851,1.36527658962883e-21,2.20352105062316e-20
"ENSG00000185010",293.352417747892,-3.58280001495186,0.382361550735148,1.38649817370769e-21,2.23624776967827e-20
"ENSG00000088854",717.465326014511,3.29017135578493,0.35328032865532,1.39957326029609e-21,2.25579959727913e-20
"ENSG00000005249",249.512293912451,-10.9787343700513,1.19937205823219,1.61351307059869e-21,2.59885367160307e-20
"ENSG00000231298",444.128886696349,11.4326405261352,1.25362607879059,1.63420101213075e-21,2.63038595270018e-20
"ENSG00000164924",33840.4222615605,1.25308206593606,0.134428055541731,1.6592842161716e-21,2.66894513493852e-20
"ENSG00000144485",777.761932703143,-4.20596616585309,0.446362690772192,1.71075316809978e-21,2.7498644101221e-20
"ENSG00000122870",555.966740900944,10.1206012297912,1.09953410260213,1.77341317412009e-21,2.84865018477893e-20
"ENSG00000197894",4821.92859442479,1.49043407452458,0.160651675584503,1.78150850947074e-21,2.85971369347381e-20
"ENSG00000230091",242.05715639222,-5.86921773703795,0.622892263481522,1.8076094972594e-21,2.89964566846957e-20
"ENSG00000168143",438.020788561149,11.4133863485494,1.2531793767371,1.85029253828971e-21,2.96610537773091e-20
"ENSG00000269501",89.0679170681237,3.82399000557962,0.407858957717899,1.85666947588238e-21,2.97431415294094e-20
"ENSG00000118242",433.244041818864,1.98029245981779,0.215933691844449,1.87056006011814e-21,2.99454026662727e-20
"ENSG00000073670",126.062989781857,-6.75121965988537,0.71942975631466,1.93163868450525e-21,3.0902303468264e-20
"ENSG00000106392",868.143242473995,1.42034550990432,0.153040772390863,1.94018887491144e-21,3.10181309866835e-20
"ENSG00000267519",542.393500792395,5.24452942673526,0.556549332747895,2.05791787694226e-21,3.28780847316882e-20
"ENSG00000138031",1582.52165602482,1.61588717425291,0.174984488524622,2.09881194700959e-21,3.35088135329373e-20
"ENSG00000169860",89.7405524962105,4.54517670279299,0.482697861293422,2.13495030892809e-21,3.40628156768802e-20
"ENSG00000213977",4086.7013854822,1.79337880958961,0.195086656627234,2.15396006508236e-21,3.43429713541785e-20
"ENSG00000108924",248.394580920658,-10.9687659639402,1.20293807331683,2.25179574471327e-21,3.58787132217875e-20
"ENSG00000120708",5985.25769850656,10.5470985725027,1.15376041156805,2.40495769514054e-21,3.82933311014409e-20
"ENSG00000091262",175.886592154332,-4.70599996029143,0.500477696711547,2.50587903437067e-21,3.98734528876306e-20
"ENSG00000169908",3075.83367080596,3.43120811422969,0.369855738241487,2.55489639376004e-21,4.06261127703536e-20
"ENSG00000142178",2186.98470032351,3.3388290745565,0.360680692443484,2.59592616430886e-21,4.12508347599603e-20
"ENSG00000122254",546.473020938822,11.685181672218,1.29117865814251,2.62082994021609e-21,4.16186388293067e-20
"ENSG00000250588",133.93863407519,6.43097969737786,0.686798657884351,2.63766398351323e-21,4.18578888322002e-20
"ENSG00000062282",827.615323257198,-2.86810427764714,0.313228154858563,2.64721583408106e-21,4.19813324203197e-20
"ENSG00000187994",168.702963699687,2.58587548522404,0.283776409615965,2.65884567929322e-21,4.21093572900505e-20
"ENSG00000126947",277.674873033107,10.8347404606967,1.18932714295816,2.65790905932132e-21,4.21093572900505e-20
"ENSG00000102181",1127.9945203157,1.31864258089966,0.142360544582591,2.66101652394062e-21,4.21155670035708e-20
"ENSG00000075420",3035.74810137667,2.557810437008,0.280792976356924,2.6647671389009e-21,4.21467545409196e-20
"ENSG00000133816",5087.83375241735,3.16008581850396,0.342903060213104,2.6862385670372e-21,4.24579910225233e-20
"ENSG00000213190",1272.44191655924,2.65317464373605,0.290996308673994,2.7331633401779e-21,4.31708528388206e-20
"ENSG00000250722",1211.58812558921,-2.9161558488453,0.318347205082327,2.79010414056517e-21,4.40408638241077e-20
"ENSG00000185436",265.319962683129,10.7763977911714,1.18339967454964,2.85770482136571e-21,4.50778661262331e-20
"ENSG00000101849",2029.58456083907,-2.07616353347865,0.227945035440575,2.91268678075795e-21,4.59145705113222e-20
"ENSG00000189334",15336.3768157015,12.1795482131189,1.3530481081205,2.96151675483653e-21,4.66532483062306e-20
"ENSG00000198873",246.507264954415,2.47577652202334,0.272333739545372,2.96959910405939e-21,4.6749466746552e-20
"ENSG00000110400",6069.28351711625,2.14703617818696,0.23607241390095,3.04753750174358e-21,4.79445484576629e-20
"ENSG00000196954",1017.06647328866,2.93404661159326,0.320573088689448,3.09940723210571e-21,4.87281972341081e-20
"ENSG00000267161",193.388107354271,-2.80368825309707,0.307204727869858,3.13236832304178e-21,4.92137258026942e-20
"ENSG00000137076",11155.2533485406,1.45448317573203,0.157764154264577,3.25951236105787e-21,5.11773701410923e-20
"ENSG00000272449",85.5421420757139,-4.9131548866007,0.524187060579247,3.38926575929729e-21,5.31793541304718e-20
"ENSG00000260549",432.935028855549,11.3894260581236,1.26032525555284,3.59044951843316e-21,5.62987240052595e-20
"ENSG00000099953",82.6304475115995,-4.10494233768968,0.439786856195493,3.66514159907856e-21,5.7431871370869e-20
"ENSG00000177150",648.48955471405,1.85650954839958,0.203540712636513,3.69337256393593e-21,5.78359670610522e-20
"ENSG00000106278",556.587690032575,11.701269510663,1.29995923719148,4.04382056447097e-21,6.32819163945666e-20
"ENSG00000140254",370.404013259313,5.92342265609892,0.634595452712418,4.10927174372302e-21,6.42636902748547e-20
"ENSG00000087301",460.639383804829,-1.80501894285056,0.197970234877398,4.21795368746729e-21,6.59197950218898e-20
"ENSG00000108219",4729.88944087594,1.57501698095479,0.171805365576942,4.24110337024161e-21,6.62378657633315e-20
"ENSG00000158747",2147.31228882123,5.3438517154801,0.57184655933646,4.25840644936316e-21,6.64642646681421e-20
"ENSG00000074219",617.885200152175,1.82768369037201,0.20064187849721,4.35895997191653e-21,6.79888638043924e-20
"ENSG00000204624",163.083549616214,5.7455381156406,0.615621848756292,4.36864409718283e-21,6.8095053514811e-20
"ENSG00000172243",304.760180030211,-11.2148409124837,1.24237934613467,4.41610519277426e-21,6.87895543745501e-20
"ENSG00000164024",3202.54139974692,1.07813501511859,0.116720197651954,4.44204724815414e-21,6.91481608774133e-20
"ENSG00000170545",761.052760763057,1.47539653874727,0.160697184797994,4.48324520109344e-21,6.97436245902032e-20
"ENSG00000221890",455.233527254382,-3.08973470543211,0.338011103731869,4.65984128372101e-21,7.24432449603824e-20
"ENSG00000140519",375.411048753927,11.2069341345434,1.24235603749685,4.69714525136619e-21,7.29752677930429e-20
"ENSG00000125398",1801.27579487491,2.14813558036433,0.237466951502868,4.76665309016877e-21,7.40065870268367e-20
"ENSG00000151572",355.082878809292,11.1364636930344,1.23452916926179,4.91769253191195e-21,7.63015767222014e-20
"ENSG00000180739",168.313454060329,8.01556497660624,0.869561500447596,5.27556122955468e-21,8.18005653124861e-20
"ENSG00000148219",169.264051319528,-4.63990062467417,0.497949026448681,5.51566369216069e-21,8.54675191356601e-20
"ENSG00000132669",1157.00145041182,2.99076393382006,0.328620066593031,5.5437757277029e-21,8.5846944345861e-20
"ENSG00000139737",207.830999232808,-10.7314796071685,1.187745095408,5.64760355707635e-21,8.73975878567952e-20
"ENSG00000169469",282.046674433204,10.8440915034091,1.20207674556665,5.95643485509433e-21,9.21165957309395e-20
"ENSG00000130203",325.504456404202,11.0242817049083,1.22420133075481,6.10338117251236e-21,9.43275169853624e-20
"ENSG00000261116",291.626705287123,10.8854907453789,1.20818255146338,6.42400505360961e-21,9.92179828142954e-20
"ENSG00000081059",215.891893882315,3.06584775043055,0.336920264988169,6.49590228600516e-21,1.00263023745596e-19
"ENSG00000163785",2196.28575420514,1.38269549735173,0.150998952220531,6.50864438409965e-21,1.00394249565034e-19
"ENSG00000071794",3056.6563478588,-2.27185615575123,0.252358689519118,6.54361757333646e-21,1.00867990419198e-19
"ENSG00000004660",616.905902549432,-2.10122700667802,0.233054820777169,6.58806357170476e-21,1.01487040460152e-19
"ENSG00000223482",412.408885028235,1.64897165326111,0.181254201766847,6.97691246462391e-21,1.07407253852341e-19
"ENSG00000112796",206.338128747334,-2.32442947645675,0.258518104223957,7.14877667341215e-21,1.0998153690473e-19
"ENSG00000120254",2203.9393831597,1.65471950214172,0.182124351545276,7.69320940522882e-21,1.18280596810132e-19
"ENSG00000166619",3454.79497575436,1.4998182694636,0.164507717499891,7.77485982355168e-21,1.19458375108523e-19
"ENSG00000122861",13857.7980064594,12.7097303674882,1.43482035411664,7.78116527698038e-21,1.19477723906008e-19
"ENSG00000115806",3218.63243412962,0.898033097697725,0.0975684015843175,7.80406562723991e-21,1.19751692713e-19
"ENSG00000225828",193.947384174251,-2.6821352440879,0.297797692164065,7.84189915591585e-21,1.20254304607914e-19
"ENSG00000070770",2225.41126232851,1.41232618670563,0.154678815849471,7.93275641711453e-21,1.21568850283509e-19
